Site,Date,Depth,Temp,Source,ref_src,depth_used,dz,flag,dist_km,lon_used,lat_used,iy_used,ix_used,file
2_sar,2022-01-29,20,-0.5638904795050621,MY,ANFC,18.495559692382812,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-30,5,-1.2414013892412186,MY,ANFC,5.078224182128906,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-30,10,-0.9044770449399948,MY,ANFC,9.572997093200684,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-30,15,-0.12515638768672943,MY,ANFC,15.810070037841797,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-30,20,0.26377149671316147,MY,ANFC,18.495559692382812,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-31,5,-1.3007293716073036,MY,ANFC,5.078224182128906,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-31,10,-1.012146346271038,MY,ANFC,9.572997093200684,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-31,15,-0.0804772898554802,MY,ANFC,15.810070037841797,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-31,20,0.6871242597699165,MY,ANFC,18.495559692382812,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-01,5,-1.22968228161335,MY,ANFC,5.078224182128906,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-01,10,-1.0253303423523903,MY,ANFC,9.572997093200684,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-01,15,-0.2621234580874443,MY,ANFC,15.810070037841797,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-01,20,0.7933286726474762,MY,ANFC,18.495559692382812,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-02,5,-1.159367635846138,MY,ANFC,5.078224182128906,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-02,10,-0.9594103619456291,MY,ANFC,9.572997093200684,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-02,15,0.29746393114328384,MY,ANFC,15.810070037841797,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-02,20,1.4078493788838387,MY,ANFC,18.495559692382812,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-03,5,-1.2040467336773872,MY,ANFC,5.078224182128906,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-03,10,-1.0744041055440903,MY,ANFC,9.572997093200684,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-03,15,0.5296487510204315,MY,ANFC,15.810070037841797,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-03,20,1.8568376898765564,MY,ANFC,18.495559692382812,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-04,5,-1.2201605066657066,MY,ANFC,5.078224182128906,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-04,10,-1.1388591974973679,MY,ANFC,9.572997093200684,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-04,15,-0.16104615479707718,MY,ANFC,15.810070037841797,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-04,20,1.0152592733502388,MY,ANFC,18.495559692382812,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-05,5,-1.2355418354272842,MY,ANFC,5.078224182128906,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-05,10,-1.2033142894506454,MY,ANFC,9.572997093200684,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-05,15,-0.6444593444466591,MY,ANFC,15.810070037841797,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-05,20,0.47178565710783005,MY,ANFC,18.495559692382812,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
