Date,Depth,Temp,Salinity
2021-10-05 05:00:00,30,18.44,34.82
2021-10-05 05:00:00,40,14.77,34.82
2021-10-05 05:00:00,50,11.46,34.83
2021-10-05 05:00:00,65,10.66,34.79
2021-10-05 05:00:00,80,8.82,34.69
2021-10-05 05:00:00,100,6.99,34.57
2021-10-05 06:00:00,100,7.06,34.57
2021-10-05 07:00:00,100,7.27,34.57
2021-10-05 08:00:00,5,18.50,34.70
2021-10-05 08:00:00,10,18.49,34.70
2021-10-05 08:00:00,15,18.49,34.69
2021-10-05 08:00:00,20,18.49,34.70
2021-10-05 08:00:00,30,18.38,34.70
2021-10-05 08:00:00,40,15.77,34.69
2021-10-05 08:00:00,50,11.96,34.71
2021-10-05 08:00:00,65,10.75,34.68
2021-10-05 08:00:00,80,9.53,34.63
2021-10-05 08:00:00,100,7.27,34.57
2021-10-06 03:00:00,5,18.23,34.39
2021-10-06 03:00:00,10,18.23,34.13
2021-10-06 03:00:00,15,18.17,34.12
2021-10-06 03:00:00,20,18.08,34.12
2021-10-06 03:00:00,30,17.98,34.11
2021-10-06 03:00:00,40,17.42,34.12
2021-10-06 03:00:00,50,14.43,34.14
2021-10-06 03:00:00,65,10.10,34.13
2021-10-06 03:00:00,80,8.29,34.07
2021-10-06 03:00:00,100,6.90,34.04
2021-10-06 07:00:00,5,17.96,34.11
2021-10-06 07:00:00,10,17.97,34.10
2021-10-06 07:00:00,15,17.97,34.11
2021-10-06 07:00:00,20,17.97,34.11
2021-10-06 07:00:00,30,17.90,34.11
2021-10-06 07:00:00,40,16.77,34.12
2021-10-06 07:00:00,50,10.84,34.13
2021-10-06 07:00:00,65,9.41,34.09
2021-10-06 07:00:00,80,8.12,34.05
2021-10-06 07:00:00,100,7.17,34.03
2021-10-08 03:00:00,5,17.69,34.09
2021-10-08 03:00:00,10,17.69,34.06
2021-10-08 03:00:00,15,17.69,34.05
2021-10-08 03:00:00,20,17.69,34.05
2021-10-08 03:00:00,30,17.43,34.03
2021-10-08 03:00:00,40,15.06,34.04
2021-10-08 03:00:00,50,12.36,34.05
2021-10-08 03:00:00,65,9.76,34.01
2021-10-08 03:00:00,80,8.03,33.97
2021-10-08 03:00:00,100,7.06,33.95
2021-10-08 07:00:00,5,17.73,34.01
2021-10-08 07:00:00,10,17.73,34.00
2021-10-08 07:00:00,15,17.73,34.00
2021-10-08 07:00:00,20,17.73,34.01
2021-10-08 07:00:00,30,16.87,34.00
2021-10-08 07:00:00,40,13.53,34.02
2021-10-08 07:00:00,50,11.39,34.00
2021-10-08 07:00:00,65,8.94,33.94
2021-10-08 07:00:00,80,8.16,33.92
2021-10-08 07:00:00,100,6.97,33.90
2022-05-07 07:00:00,5,7.26,34.03
2022-05-07 07:00:00,10,7.26,34.03
2022-05-07 07:00:00,15,7.25,34.03
2022-05-07 07:00:00,20,7.24,34.03
2022-05-07 07:00:00,30,7.21,34.03
2022-05-07 07:00:00,40,7.04,34.03
2022-05-07 07:00:00,50,6.74,34.03
2022-05-07 07:00:00,65,6.47,34.04
2022-05-07 07:00:00,80,6.02,34.05
2022-05-07 07:00:00,100,5.38,34.06
2022-05-10 03:00:00,5,7.51,34.69
2022-05-10 03:00:00,10,7.51,34.13
2022-05-10 03:00:00,15,7.50,34.12
2022-05-10 03:00:00,20,7.46,34.12
2022-05-10 03:00:00,30,7.30,34.11
2022-05-10 03:00:00,40,6.77,34.14
2022-05-10 03:00:00,50,6.48,34.14
2022-05-10 03:00:00,65,6.14,34.14
2022-05-10 04:00:00,80,6.08,34.11
2022-05-10 05:00:00,80,6.07,34.10
2022-05-10 06:00:00,80,6.06,34.09
2022-05-10 07:00:00,5,7.47,34.06
2022-05-10 07:00:00,10,7.46,34.06
2022-05-10 07:00:00,15,7.44,34.06
2022-05-10 07:00:00,20,7.41,34.06
2022-05-10 07:00:00,30,7.05,34.07
2022-05-10 07:00:00,40,6.79,34.08
2022-05-10 07:00:00,50,6.40,34.09
2022-05-10 07:00:00,65,6.10,34.08
2022-05-10 07:00:00,80,6.02,34.09
2022-05-19 02:00:00,5,7.86,34.42
2022-05-19 02:00:00,10,7.85,34.01
2022-05-19 02:00:00,15,7.84,34.01
2022-05-19 02:00:00,20,7.82,34.01
2022-05-19 02:00:00,30,7.03,34.04
2022-05-19 02:00:00,40,6.67,34.05
2022-05-19 02:00:00,50,6.23,34.06
2022-05-19 02:00:00,65,6.15,34.06
2022-05-19 03:00:00,80,6.10,34.06
2022-05-19 04:00:00,80,6.11,34.05
2022-05-19 05:00:00,80,6.11,34.05
2022-05-19 06:00:00,80,6.13,34.04
2022-05-19 07:00:00,5,7.93,34.00
2022-05-19 07:00:00,10,7.86,34.00
2022-05-19 07:00:00,15,7.83,34.00
2022-05-19 07:00:00,20,7.81,34.00
2022-05-19 07:00:00,30,7.45,34.01
2022-05-19 07:00:00,40,7.18,34.02
2022-05-19 07:00:00,50,6.49,34.03
2022-05-19 07:00:00,65,6.31,34.03
2022-05-19 07:00:00,80,6.13,34.04
2022-05-21 02:00:00,5,8.31,34.05
2022-05-21 02:00:00,10,8.30,34.00
2022-05-21 02:00:00,15,8.11,34.00
2022-05-21 02:00:00,20,8.07,33.95
2022-05-21 02:00:00,30,7.21,34.02
2022-05-21 02:00:00,40,7.00,34.02
2022-05-21 02:00:00,50,6.60,34.03
2022-05-21 02:00:00,65,6.30,34.05
2022-05-21 02:00:00,80,6.02,34.06
2022-05-21 07:00:00,5,8.50,33.96
2022-05-21 07:00:00,10,8.35,33.97
2022-05-21 07:00:00,15,8.15,33.97
